"","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7","Q.8","Q.9","Q.10","Q.11","Q.12","Q.13","Q.14","Q.15","Q.16","Q.17","Q.18","Q.19","Q.20","Q.21","Q.22","Q.23","Q.24","Q.25","Q.26","Q.27","Q.28","Q.29","Q.30","Q.31","Q.32","Q.33","Q.34","Q.35","Q.36","age","gender","country","avoidance","anxiety"
"161",2,5,5,5,1,5,4,5,1,5,1,5,1,5,5,5,1,5,3,5,5,2,1,5,5,4,5,5,5,5,5,1,5,5,5,5,22,"2","IN",-26,78
"162",1,5,4,5,1,4,1,5,1,5,1,3,1,4,5,2,2,4,4,4,1,1,1,2,5,4,5,4,4,4,5,4,5,4,5,4,18,"1","IN",-32,66
"163",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18,"1","IN",0,80
"164",1,4,4,5,5,5,3,4,2,5,3,2,2,2,4,5,3,5,3,4,3,2,2,4,3,2,4,4,4,4,5,5,4,3,4,3,18,"2","IN",-11,64
"165",3,3,4,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,0,2,3,4,2,3,3,2,4,3,4,3,4,4,4,3,4,3,34,"2","IN",-10,42
"166",3,0,2,4,4,3,3,4,3,4,5,2,2,4,4,3,4,0,2,4,4,0,4,3,4,2,4,2,3,3,4,2,4,0,0,4,22,"2","IN",5,44
"167",4,4,5,4,2,4,2,5,3,4,3,2,2,4,3,4,3,3,4,3,3,2,2,3,2,2,2,2,4,4,4,4,3,4,4,4,27,"1","IN",-7,58
"168",3,1,5,5,1,5,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"2","IN",8,19
"169",4,5,4,5,1,4,2,5,1,5,1,2,1,5,5,2,1,5,5,5,2,1,2,5,4,4,5,5,4,5,5,5,5,5,5,3,22,"1","IN",-27,74
"170",2,4,3,5,4,3,4,4,4,5,4,2,4,4,4,4,4,5,2,4,4,2,4,4,4,4,4,2,2,4,3,4,4,4,4,3,19,"2","IN",4,63
"171",1,5,1,1,5,2,5,2,5,2,5,5,5,2,1,5,5,2,1,1,5,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,28,"1","IN",32,31
"172",2,2,5,2,2,5,1,2,1,4,4,2,1,2,4,2,2,5,4,4,2,1,1,1,4,3,5,1,4,1,5,1,4,4,5,1,19,"2","US",-24,41
"173",2,4,4,4,4,4,2,4,2,4,4,4,2,4,4,2,2,4,4,4,4,2,2,5,4,2,4,4,4,4,4,4,4,4,4,4,17,"2","US",-12,63
"174",2,4,5,4,2,4,1,4,2,2,2,1,1,4,5,2,2,4,4,2,2,2,2,4,5,1,5,2,4,4,4,3,4,4,4,2,18,"2","US",-24,49
"175",2,4,4,4,3,4,3,4,3,5,5,4,3,4,2,4,3,5,4,3,1,2,2,4,2,3,3,4,4,4,2,4,3,4,4,3,38,"2","US",-3,65
"176",4,3,3,1,1,2,2,1,4,3,4,1,3,2,2,1,2,3,2,1,3,4,2,2,5,2,5,2,2,3,2,4,3,2,3,3,43,"3","US",-2,32
"177",2,5,4,4,4,5,2,4,2,2,2,3,3,5,5,4,2,5,4,2,2,1,2,4,4,2,5,4,2,4,4,4,5,5,5,2,51,"2","US",-17,63
"178",5,4,2,4,4,5,4,5,5,4,5,1,4,5,2,3,4,4,2,4,5,3,5,4,2,3,2,1,1,3,4,4,3,5,3,5,20,"1","US",20,61
"179",2,4,4,5,3,4,2,3,3,3,3,2,3,4,3,3,2,2,3,3,3,2,3,3,3,3,4,4,3,3,4,2,4,2,4,2,16,"1","US",-8,50
"180",2,4,5,4,1,4,1,4,1,5,1,4,1,4,5,4,1,3,4,2,1,3,1,4,5,3,5,1,5,4,5,4,5,4,5,2,16,"1","US",-34,57
"181",2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,42,"1","US",0,30
"182",3,4,5,5,2,4,1,5,2,5,2,5,2,4,4,4,3,5,4,5,1,1,2,5,5,4,4,5,3,5,4,5,4,5,5,4,17,"2","US",-20,78
"183",2,4,5,4,3,5,4,4,4,3,3,3,3,2,4,4,3,4,4,4,5,3,3,4,3,3,4,2,2,4,3,4,4,3,4,4,15,"2","US",-3,58
"184",2,2,4,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,4,3,2,4,2,2,2,2,4,2,4,2,4,2,4,3,3,2,46,"1","US",-12,34
"185",2,2,5,1,1,4,1,2,1,1,1,3,1,4,5,1,1,1,5,4,4,5,1,4,2,4,5,4,2,1,4,4,5,4,4,1,17,"1","US",-24,40
"186",2,1,5,4,3,5,5,4,1,3,4,2,5,4,4,4,1,1,4,5,2,4,2,3,3,3,4,5,1,5,4,3,5,4,5,4,34,"2","US",-10,56
"187",1,5,5,5,1,5,1,5,1,5,1,1,1,5,5,1,1,5,5,4,1,1,1,4,5,1,5,3,5,5,5,4,5,2,5,2,19,"2","US",-36,61
"188",2,4,4,4,2,4,2,4,2,4,2,3,3,2,4,2,2,4,4,2,4,2,2,4,3,4,4,2,3,4,4,4,4,4,4,3,48,"2","US",-13,56
"189",4,4,2,4,5,2,4,4,4,2,4,1,5,5,2,1,4,2,4,3,4,2,4,3,4,1,2,5,3,5,2,3,4,5,4,3,19,"2","US",11,51
"190",1,1,5,3,1,1,1,1,1,2,1,1,1,1,5,1,1,3,5,2,2,5,1,3,5,1,5,1,4,3,5,3,5,2,4,1,23,"2","US",-33,25
"191",1,2,5,2,2,2,2,1,1,3,2,3,2,2,5,2,2,2,4,3,4,4,1,3,4,2,5,1,2,3,4,4,4,4,3,2,21,"2","US",-19,37
"192",3,5,2,4,4,4,3,3,3,5,4,4,4,5,2,2,5,3,2,4,5,1,2,2,3,1,4,3,2,4,5,4,4,3,4,2,17,"2","US",5,57
"193",3,4,2,2,4,5,4,1,3,2,4,4,2,1,4,1,1,3,4,4,5,2,3,4,1,3,3,1,1,1,4,4,3,4,2,1,46,"2","US",5,43
"194",2,4,5,2,3,4,4,4,2,3,5,2,5,3,3,2,4,3,5,2,1,5,2,2,3,2,3,5,5,2,3,2,5,5,5,2,17,"1","US",-9,44
"195",2,5,2,5,2,5,2,5,2,5,3,5,2,5,2,4,2,5,3,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,22,"2","US",-19,80
"196",2,4,5,4,3,5,3,4,2,4,2,4,3,4,4,4,3,5,4,5,2,2,2,4,3,3,4,4,4,5,5,4,4,4,4,1,19,"2","US",-15,66
"197",4,3,2,5,5,4,5,3,5,3,5,1,5,3,1,1,5,3,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,39,"2","US",34,29
"198",2,3,4,3,1,4,1,3,1,3,4,3,2,5,5,5,2,4,4,3,3,4,1,2,5,3,5,2,4,5,5,5,5,2,5,3,14,"2","US",-25,54
"199",2,2,4,2,3,2,3,2,4,1,4,2,4,1,3,2,3,1,4,1,4,4,2,1,4,2,4,1,2,2,4,4,3,3,4,1,18,"2","US",-3,26
"200",2,4,2,3,3,4,2,2,2,4,4,3,2,4,4,3,2,4,4,2,2,2,2,5,3,2,3,3,3,4,3,4,4,4,4,2,20,"2","US",-9,55
"201",1,4,5,4,3,4,2,5,1,5,2,3,2,2,4,2,2,5,2,5,4,2,2,5,2,2,4,4,2,5,4,5,5,5,5,5,31,"2","US",-14,68
"202",1,5,5,5,4,5,3,4,2,5,4,2,3,5,5,3,3,5,5,5,2,2,1,4,5,3,5,5,5,4,5,4,5,5,5,4,16,"2","US",-22,71
"203",2,4,5,4,2,5,2,3,2,4,2,3,2,4,4,4,2,3,4,4,4,2,2,4,5,4,4,3,3,4,5,3,4,4,4,4,20,"1","US",-18,62
"204",1,5,5,4,4,4,3,5,3,4,2,5,2,5,4,4,2,5,4,4,4,2,2,4,3,3,4,5,3,4,4,4,4,5,4,4,19,"1","US",-12,72
"205",1,4,5,2,1,3,1,1,1,2,1,1,1,1,4,1,1,2,4,2,2,5,1,2,4,1,4,2,4,2,4,2,4,1,4,1,50,"2","US",-27,25
"206",1,3,5,2,2,3,1,2,1,2,1,3,2,3,5,3,1,4,5,1,1,4,1,4,5,2,5,3,4,4,5,4,5,2,5,4,24,"2","US",-33,45
"207",1,4,5,3,2,4,2,4,2,3,2,2,2,4,4,2,2,4,4,2,2,4,2,2,4,2,4,2,4,4,4,4,4,4,4,2,35,"2","US",-20,48
"208",2,2,5,2,2,4,2,2,2,4,2,3,2,1,4,2,2,2,4,3,2,4,2,2,4,2,4,2,3,3,3,1,2,2,3,2,37,"1","US",-14,35
"209",2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,4,2,2,2,4,2,4,2,3,2,3,2,2,4,3,2,28,"2","US",-5,34
"210",4,1,4,2,3,2,2,2,4,2,3,2,4,1,3,2,4,2,4,2,4,5,4,2,4,2,4,1,2,2,4,2,4,2,3,2,53,"2","US",0,26
"211",4,5,3,4,5,1,4,2,2,2,2,2,4,5,1,1,5,4,4,5,5,5,5,4,1,2,2,4,1,4,4,5,4,1,4,3,18,"1","US",12,49
"212",2,4,5,2,1,2,2,3,2,2,2,3,2,3,5,2,2,2,4,3,4,3,2,4,4,3,5,2,3,4,5,4,5,4,4,2,32,"2","US",-21,46
"213",3,5,2,4,5,5,4,4,4,4,5,3,4,5,2,3,3,4,2,2,4,1,2,3,3,3,2,4,2,3,2,3,3,4,2,3,18,"2","US",14,61
"214",3,5,3,4,5,5,5,5,2,5,3,1,4,5,5,1,2,5,2,1,5,1,1,1,1,1,4,5,5,1,5,1,5,5,5,1,14,"2","US",-5,51
"215",1,5,2,4,5,3,5,4,2,4,4,3,3,5,2,4,4,3,2,2,5,2,4,3,2,2,3,3,3,4,4,4,4,3,4,3,34,"2","US",7,57
"216",1,4,4,4,2,4,1,2,2,4,2,1,1,1,5,1,1,4,4,4,3,3,1,4,4,2,4,1,2,4,4,4,3,3,4,2,48,"2","US",-20,46
"217",4,5,2,5,4,4,3,5,5,4,5,2,4,3,2,1,4,2,3,1,4,4,4,1,2,1,3,1,3,2,3,1,4,4,4,4,15,"2","US",11,42
"218",2,4,3,5,4,4,3,4,2,3,5,3,4,5,3,5,3,4,2,2,3,4,1,4,3,4,5,4,4,4,5,5,3,2,4,1,17,"2","US",-5,59
"219",2,5,3,4,1,4,4,2,2,2,3,1,4,5,5,4,2,4,0,1,4,2,2,4,4,1,4,4,3,2,4,5,3,2,4,1,18,"2","US",-6,49
"220",4,5,4,4,4,4,2,4,2,4,4,4,2,3,4,2,2,4,4,2,2,2,2,2,3,2,4,2,4,4,4,4,4,4,4,2,25,"2","US",-11,54
"221",4,4,4,3,3,5,4,4,3,5,2,5,4,4,4,4,4,5,4,2,3,3,2,2,3,4,5,1,4,2,5,4,4,4,4,2,22,"2","US",-8,57
"222",1,5,1,5,5,5,1,5,3,5,5,5,1,5,4,5,5,5,1,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,5,28,"1","US",-5,78
"223",1,4,5,2,1,4,2,4,1,3,2,2,1,4,4,2,1,2,3,2,2,2,1,3,4,2,4,1,4,3,4,3,4,4,5,2,20,"1","US",-25,45
"224",2,3,5,2,2,4,2,3,2,3,2,2,1,3,5,3,2,3,4,4,2,2,2,2,5,3,5,3,4,3,5,2,5,3,5,2,16,"1","US",-26,46
"225",4,4,3,4,5,2,5,3,4,2,4,1,4,2,2,2,5,3,3,3,4,4,5,3,3,2,3,2,2,2,1,4,3,5,3,3,16,"2","US",17,43
"226",5,4,5,3,2,4,2,3,1,4,2,2,2,1,4,3,2,3,4,2,2,3,2,2,4,3,4,1,3,2,4,2,4,3,4,2,22,"1","US",-16,41
"227",4,4,2,4,3,5,4,4,4,5,3,4,4,4,2,4,2,4,2,3,4,4,5,4,2,5,2,4,3,3,2,3,4,5,4,4,39,"1","US",10,65
"228",1,4,4,4,2,5,2,4,1,5,2,3,1,4,5,2,1,4,3,2,4,1,2,4,3,3,4,4,2,5,4,4,4,4,5,2,14,"2","US",-18,62
"230",2,4,4,3,1,5,3,4,2,3,2,2,2,5,4,2,2,3,4,2,2,1,2,4,3,2,5,2,4,3,5,4,5,4,4,2,36,"2","US",-20,53
"231",3,4,5,4,2,4,1,4,1,2,2,5,2,5,5,5,2,5,4,5,2,1,1,4,5,3,4,5,5,4,4,5,4,5,4,5,18,"2","US",-24,73
"232",1,1,5,3,2,1,1,1,1,1,1,3,1,4,5,2,1,4,5,4,1,5,1,4,5,1,5,4,5,4,5,0,5,4,5,2,32,"2","US",-35,38
"233",3,5,3,4,2,5,3,4,4,3,2,1,4,4,2,2,2,3,2,4,5,1,2,3,2,3,4,4,2,2,2,2,5,4,4,4,40,"2","US",1,56
"234",4,5,3,4,2,5,2,5,2,4,4,5,2,4,4,4,2,5,3,4,4,2,2,2,4,4,4,4,3,4,4,3,4,4,4,3,30,"1","US",-9,67
"235",1,5,5,5,3,4,2,3,1,4,3,4,3,5,4,4,3,4,3,2,2,1,2,2,4,3,4,4,4,3,4,3,4,3,4,2,17,"1","US",-16,59
"236",4,4,2,4,5,4,3,3,4,1,5,1,2,2,2,1,4,5,3,2,4,2,3,3,2,2,3,1,3,4,3,4,3,4,4,1,22,"2","US",9,44
"237",5,2,5,4,1,4,1,3,1,4,1,1,1,2,5,1,1,5,5,3,5,5,1,4,5,4,5,1,5,1,5,5,5,5,5,1,43,"2","US",-28,45
"238",3,5,3,4,2,5,4,4,3,5,4,4,4,3,2,4,5,4,1,3,4,2,2,3,2,4,2,1,3,5,3,2,3,5,4,3,21,"2","US",8,62
"239",1,5,5,4,2,5,1,5,2,5,4,5,2,5,5,5,1,5,3,5,3,2,1,5,5,5,4,5,5,4,5,5,5,5,5,3,20,"1","US",-25,79
"240",1,3,5,3,2,4,3,2,2,2,2,2,2,2,4,2,2,3,4,2,4,4,2,2,4,2,5,1,3,3,5,3,4,2,4,2,52,"2","US",-18,36
"241",2,5,5,3,1,4,1,4,1,5,3,2,1,4,4,5,0,4,3,4,2,2,1,3,2,4,5,0,2,4,4,2,4,4,4,4,37,"2","US",-21,59
"242",4,4,2,5,3,3,4,3,4,3,3,1,3,4,2,1,4,5,4,2,5,2,3,5,4,3,5,2,1,5,4,5,4,5,5,4,21,"2","US",2,58
"243",5,5,5,4,2,4,1,3,1,3,1,4,1,4,4,4,2,4,4,3,3,2,1,5,4,3,4,5,4,5,4,5,5,5,5,4,22,"2","US",-22,68
"244",4,5,2,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,4,4,4,2,2,4,2,4,3,4,3,4,3,4,4,4,3,3,33,"2","US",6,62
"245",4,4,3,4,4,4,4,4,3,4,4,1,4,2,3,1,2,3,4,4,4,3,3,4,4,2,5,1,1,2,2,4,4,4,4,1,27,"2","US",2,46
"246",4,5,5,1,1,5,1,1,5,5,2,5,1,1,1,1,1,5,5,5,2,4,1,5,1,3,2,5,1,5,1,5,3,5,1,5,18,"1","US",-2,63
"247",2,4,4,3,1,4,2,3,2,3,2,3,2,4,5,2,2,4,4,2,2,2,2,4,5,2,4,2,4,2,4,2,4,4,4,2,24,"2","US",-21,48
"248",2,5,4,4,3,4,2,5,2,2,4,1,4,3,4,1,3,4,4,1,4,2,2,3,5,1,4,2,3,4,4,4,4,2,4,1,21,"2","US",-10,45
"249",2,4,5,4,1,5,1,4,1,5,1,2,1,4,5,2,1,5,4,4,1,2,1,4,4,5,5,4,4,4,4,4,4,5,4,4,46,"2","US",-29,67
"250",3,5,4,4,3,5,2,5,3,1,4,2,2,4,2,2,3,4,3,3,4,2,2,2,3,2,4,4,3,4,3,4,5,5,4,4,25,"1","US",-5,58
"251",4,4,4,4,1,4,1,5,4,4,2,3,2,4,2,3,1,2,4,1,2,4,2,4,2,2,1,4,4,5,2,5,2,5,4,4,20,"2","US",-6,59
"252",2,4,4,4,4,4,2,4,4,4,2,4,2,5,4,4,4,5,2,4,2,2,2,4,4,3,4,5,4,4,4,3,4,5,4,3,17,"1","US",-10,67
"253",4,4,2,2,4,2,4,2,4,5,4,2,3,4,2,2,4,4,2,2,4,2,4,4,2,2,2,4,2,2,2,2,2,2,2,2,17,"2","US",17,45
"254",2,5,5,3,1,4,1,3,3,4,1,5,2,5,4,5,1,4,2,4,1,2,1,5,3,4,3,5,4,5,4,5,4,4,4,4,31,"1","US",-20,72
"255",1,5,5,5,1,5,1,5,1,5,3,5,1,5,5,5,1,4,5,1,1,1,1,3,4,3,5,5,5,4,4,1,5,4,4,1,17,"1","US",-31,65
"256",4,2,3,2,5,1,1,1,4,3,3,1,5,1,4,1,4,1,3,1,5,5,3,1,2,1,4,1,3,2,3,4,2,1,1,1,25,"1","US",9,20
"257",4,5,2,5,5,5,5,5,5,5,5,3,5,4,5,3,5,5,2,0,2,4,4,5,3,4,2,5,1,4,1,4,2,5,2,5,17,"2","US",20,68
"258",2,2,4,4,2,4,2,2,2,5,4,2,2,2,4,2,2,4,2,5,3,4,2,4,3,3,4,3,4,4,4,4,5,4,5,4,46,"2","US",-14,54
"259",3,4,4,3,3,4,2,3,2,3,4,2,2,3,4,2,3,3,3,3,4,2,3,4,2,3,4,4,3,3,4,4,4,2,4,2,18,"2","US",-6,50
"260",1,3,5,2,2,4,1,3,1,1,2,3,3,3,5,2,1,4,2,2,2,4,2,3,4,2,4,4,5,3,5,3,5,4,4,2,19,"2","US",-24,44
"261",3,4,5,4,1,4,1,4,3,4,1,1,1,4,5,1,1,2,4,2,1,2,1,2,4,2,5,3,5,3,5,3,5,4,5,3,30,"1","US",-30,48
"262",5,5,1,4,4,5,4,4,4,4,4,3,5,5,1,4,4,4,2,4,4,1,2,4,2,4,3,4,2,5,2,3,4,4,4,5,21,"2","US",15,70
"263",2,4,5,3,4,1,2,3,4,3,4,3,2,4,4,3,2,4,4,4,4,2,2,4,4,2,3,2,5,4,5,5,5,5,5,4,16,"1","US",-14,56
"264",3,4,5,3,2,5,2,0,2,4,3,4,2,5,3,3,2,3,4,3,5,2,2,4,4,4,4,4,2,3,4,4,4,5,4,3,29,"2","US",-11,59
"265",2,5,3,4,3,4,4,4,4,3,2,3,3,4,3,1,2,3,3,2,4,4,3,3,2,2,3,4,2,3,4,4,3,4,4,3,23,"1","US",0,52
"266",4,2,3,0,3,2,4,2,4,3,3,3,4,2,2,2,3,3,3,2,4,4,4,2,4,2,3,1,2,2,3,4,3,3,2,2,20,"2","US",8,33
"267",2,2,2,2,3,3,4,4,4,3,4,2,4,4,4,2,4,4,4,3,5,3,4,2,2,2,4,1,2,3,3,3,4,3,4,2,21,"2","US",5,42
"268",2,4,2,4,3,2,4,2,2,2,2,1,2,2,2,1,2,2,4,2,4,2,2,4,2,1,3,2,2,2,4,1,3,4,2,1,46,"1","US",-1,35
"269",5,5,3,3,4,4,5,3,5,3,3,1,5,5,2,1,5,3,4,5,5,3,2,5,2,1,3,1,2,4,4,4,4,1,3,3,18,"2","US",12,49
"270",2,5,4,4,2,5,2,4,2,4,2,2,2,4,4,2,2,3,3,2,4,2,2,2,2,4,2,3,2,2,4,2,3,4,3,3,16,"2","US",-7,53
"271",1,5,5,4,5,4,2,5,2,5,5,4,3,5,5,5,5,5,4,4,4,2,2,3,4,4,4,3,4,3,4,3,5,5,5,4,18,"1","US",-11,69
"272",4,2,5,2,2,2,2,2,2,5,3,5,3,1,5,5,4,5,5,5,5,5,1,5,5,5,5,3,5,4,5,5,5,4,4,3,57,"2","US",-18,58
"273",5,1,1,1,3,1,3,1,5,1,3,1,1,1,3,1,3,5,3,3,5,5,5,5,3,3,5,3,5,5,1,5,3,3,3,3,30,"2","US",6,38
"274",4,5,4,4,2,5,1,4,2,5,2,2,2,3,4,2,2,4,3,2,4,2,2,4,4,3,4,1,5,4,5,4,5,5,4,4,17,"1","US",-17,59
"275",4,1,2,2,5,3,4,2,4,3,2,1,3,1,4,2,4,5,3,4,4,5,4,4,2,3,3,1,1,5,4,5,4,1,3,4,19,"1","US",8,42
"276",4,4,4,2,2,4,2,3,2,3,2,3,2,2,4,2,4,4,4,2,4,2,2,1,4,2,4,1,4,3,4,2,4,2,4,2,16,"2","US",-12,40
"277",1,5,4,5,1,5,1,5,3,5,2,5,1,5,5,5,4,5,5,5,1,1,1,5,5,4,5,5,2,5,5,5,5,5,5,5,20,"2","US",-26,83
"279",1,5,5,5,4,4,4,5,2,5,2,2,2,4,5,1,1,5,5,5,5,1,1,5,5,1,4,5,4,5,5,5,5,5,5,5,15,"2","US",-21,71
"280",1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,1,5,1,5,1,3,1,5,1,5,3,5,1,16,"2","US",-34,14
"281",2,2,4,2,3,4,1,2,2,3,2,4,2,3,5,2,2,4,3,2,3,3,1,5,5,4,4,2,4,5,5,5,4,3,4,2,30,"2","US",-20,51
"282",2,4,2,4,4,4,5,5,4,3,4,2,2,4,5,2,2,4,0,2,4,2,2,2,4,2,3,2,3,3,4,4,4,4,4,3,15,"2","US",0,52
"283",2,3,4,2,2,4,2,2,2,3,2,2,2,2,2,2,2,4,4,2,2,4,2,2,4,2,4,2,2,3,4,2,4,2,4,2,49,"2","US",-14,37
"284",2,5,4,4,1,4,1,4,1,4,1,3,2,5,4,2,2,4,4,2,4,1,5,2,5,1,5,2,4,4,4,2,5,4,5,3,17,"1","US",-21,54
"285",2,3,3,2,2,4,2,3,3,3,2,5,2,4,3,3,2,4,4,4,2,3,2,3,4,4,4,2,3,3,4,4,4,2,5,2,46,"2","US",-15,52
"286",1,5,5,2,1,4,1,3,1,3,1,1,1,4,2,2,2,2,4,1,2,2,2,2,4,1,5,3,4,1,4,1,5,3,5,1,19,"1","US",-26,37
"287",2,5,4,4,1,4,1,2,4,4,2,2,1,2,4,4,2,4,2,1,2,4,2,2,4,1,4,4,2,4,4,1,5,4,5,4,26,"2","US",-17,48
"288",3,4,3,5,3,5,2,5,3,5,2,4,2,5,3,4,1,5,3,4,2,2,3,5,3,3,4,1,2,5,4,4,4,3,4,5,23,"2","US",-9,70
"289",1,5,4,3,2,5,1,4,4,5,2,1,2,2,4,4,2,5,4,4,3,1,2,4,4,5,4,4,4,5,5,5,5,1,4,3,46,"2","US",-19,64
"290",4,5,3,5,5,5,4,5,5,4,5,1,5,5,1,1,4,5,3,1,4,1,3,4,1,0,1,5,1,5,1,5,4,5,3,5,18,"2","US",21,65
"291",4,5,4,5,3,5,5,5,2,5,5,3,3,4,3,5,4,5,5,5,3,3,3,5,4,4,2,1,2,5,4,4,4,4,4,5,22,"2","US",0,72
"292",2,5,5,4,1,4,1,3,2,1,1,2,1,4,4,2,1,4,5,3,2,1,2,1,5,1,5,2,4,4,5,4,5,5,5,3,16,"2","US",-30,51
"293",3,5,4,4,3,5,4,4,2,5,4,3,4,5,4,4,2,4,3,2,3,2,2,4,2,3,4,1,2,3,4,2,5,5,4,2,15,"2","US",-5,59
"294",2,5,3,4,4,5,3,4,1,2,5,1,4,5,5,1,1,5,4,1,4,2,1,4,2,1,3,1,4,4,5,5,5,3,4,2,19,"2","US",-10,51
"295",1,5,5,5,1,5,1,5,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,15,"1","US",-32,60
"296",2,4,4,4,4,4,4,4,4,3,4,2,4,5,3,2,3,4,2,2,4,2,2,3,3,3,2,1,1,1,3,4,3,4,3,1,34,"2","US",7,49
"297",1,4,4,4,2,2,2,4,2,2,2,2,2,4,5,2,1,5,4,2,2,2,2,3,4,3,4,4,4,5,4,5,4,5,5,1,27,"2","US",-22,55
"298",1,4,5,4,2,4,1,4,1,2,1,1,1,4,5,1,1,4,4,4,2,2,1,4,5,4,4,3,4,4,4,3,4,4,4,4,28,"1","US",-28,56
"299",1,3,5,3,2,3,2,5,2,3,5,3,2,1,4,5,2,5,4,4,3,4,3,4,5,2,5,1,3,4,5,5,5,5,5,4,14,"2","US",-19,56
"300",2,4,4,5,2,4,2,4,4,5,4,4,4,5,2,4,2,3,2,2,4,1,2,1,1,5,2,5,4,4,4,4,4,4,5,2,47,"1","US",-2,64
"301",2,5,3,5,2,5,1,5,2,5,2,3,2,5,4,4,2,4,4,4,3,1,1,4,4,4,4,3,3,4,4,4,4,5,3,2,18,"2","US",-16,70
"302",3,5,3,3,4,3,3,2,3,2,4,1,2,4,3,1,4,1,3,1,4,2,5,1,2,4,3,1,4,2,4,4,4,5,3,1,26,"1","US",3,39
"303",1,5,3,3,2,5,2,2,2,4,3,3,2,4,5,4,2,0,2,5,4,1,2,5,3,4,4,4,2,4,2,5,3,5,4,3,18,"2","US",-8,64
"304",2,5,5,4,2,4,1,3,1,2,1,1,1,3,4,2,1,3,4,4,2,3,3,4,5,1,4,1,2,4,2,4,3,2,3,1,18,"2","US",-18,45
"305",1,2,5,1,3,4,2,1,1,5,1,1,1,3,5,1,1,4,5,4,5,1,1,5,5,2,5,1,1,5,2,4,2,5,4,2,25,"2","US",-18,49
"306",3,4,3,2,4,4,4,2,3,4,4,2,4,2,3,2,5,3,3,2,5,4,3,2,2,2,4,4,2,2,4,5,4,2,3,2,18,"2","US",7,42
"307",1,4,5,2,1,2,1,1,1,2,1,2,1,1,5,1,1,3,5,2,2,5,1,2,5,1,5,1,4,3,5,3,4,1,4,2,28,"2","US",-32,28
"308",2,4,5,3,2,2,2,3,3,2,4,2,1,4,4,2,2,4,5,2,4,4,2,5,4,2,4,1,4,4,4,4,5,4,4,1,18,"1","CA",-17,45
"309",1,2,5,1,2,2,2,1,1,3,1,1,2,1,5,1,2,1,4,2,4,5,2,2,4,2,4,1,2,2,5,2,3,2,2,1,27,"1","US",-17,22
"310",2,5,4,5,4,4,3,4,3,5,3,3,3,5,5,3,2,4,4,2,4,1,3,1,5,3,5,4,5,4,5,3,5,4,5,2,65,"2","US",-16,60
"311",2,2,4,3,1,4,1,4,1,4,1,3,1,4,4,2,1,4,4,4,1,3,1,4,3,4,4,2,4,3,4,4,4,4,4,3,31,"2","US",-25,55
"312",1,5,5,5,2,5,2,5,2,5,2,3,2,5,5,4,2,5,5,5,3,1,2,5,5,5,4,3,3,5,4,4,5,5,5,4,21,"2","CA",-23,77
"313",4,2,2,1,4,4,4,3,4,4,4,2,4,1,4,1,3,2,2,2,4,4,4,3,2,2,3,1,2,2,2,2,3,4,3,2,15,"1","US",12,34
"314",3,4,4,5,3,4,3,3,1,5,3,3,3,4,5,3,3,3,3,3,2,1,1,4,4,5,5,3,5,4,5,4,5,5,5,2,15,"1","US",-19,63
"315",4,4,4,4,2,4,2,4,2,4,2,2,2,2,4,2,2,2,4,4,2,2,2,4,4,4,4,5,4,2,4,2,4,5,4,4,15,"1","US",-16,56
"317",4,4,4,5,2,5,2,4,2,4,2,1,4,3,4,2,3,2,4,1,1,3,2,1,4,1,4,1,3,3,4,2,4,4,4,3,14,"2","US",-13,43
"318",2,2,5,2,4,3,1,2,4,2,2,3,1,3,2,2,1,2,5,3,4,2,1,4,2,4,2,3,4,4,2,4,2,2,2,3,21,"1","US",-6,46
"319",5,1,3,2,4,2,3,3,4,3,3,2,2,2,2,2,3,2,4,1,3,4,3,2,2,2,2,1,3,1,3,3,3,1,3,3,20,"1","US",5,29
"320",1,5,5,5,2,5,2,5,2,5,1,5,1,5,5,5,1,5,5,4,2,1,1,5,5,5,5,5,4,4,5,5,5,5,5,2,21,"1","US",-31,79
"321",2,2,4,2,2,2,1,2,2,2,2,2,1,2,4,2,2,4,4,2,1,4,1,2,4,2,4,2,5,2,4,2,4,2,4,2,23,"2","US",-23,32
